State|Location|Address|City|Facility|Hours
Texas|Exceptional Emergency Care|6902 West Expressway 83|Harlingen|Clinic|
Texas|Exceptional Emergency Care|111 Emergency Road|Livingston|Clinic|
Texas|Exceptional Emergency Care|4337 50th St|Lubbock|Clinic|
Texas|Exceptional Emergency Care|1321 N 16th St|Orange|Clinic|
Texas|Exceptional Emergency Care|3330 FM 365|Port Arthur|Clinic|
Texas|Exceptional Emergency Care|7545 Murphy Rd|Sachse|Clinic|
Texas|Exceptional Emergency Care|2222 East Southeast Loop 323|Tyler|Clinic|
Texas|Exceptional Urgent Care|4555 W. Walnut St.|Garland|Clinic|
Texas|Express Family Clinic|"610 Rayford Road, Suite 644"|Spring|Drive-thru|9am - 5pm
Texas|Fast Aid Urgent Care|"1670 Highway 71 East, Ste D"|Bastrop|Clinic|
Texas|Fast Aid Urgent Care|17910 Bulverde Rd Suite 115|San Antonio|Clinic|
Texas|Fast Aid Urgent Care|"12007 Alamo ranch parkway, Ste 124"|San Antonio|Clinic|
Texas|Freedom Urgent Care|300 W Central Texas Expy #115|Harker Heights|Clinic|
Texas|Freedom Urgent Care|"3202 S. WS Young, Suite 106"|Killeen|Clinic|
Texas|Freeman Coliseum|3201 E Houston St.|San Antonio|Drive-thru|
Texas|Full Spectrum ER|18007 W Interstate 10 Frontage Rd|San Antonio|Clinic|
Texas|Geneus|"5726 West Hausman Road, Suite 112"|San Antonio|Drive-thru|
Texas|Gustafson Stadium|7001 Culebra Rd.|San Antonio|Drive-thru|
Texas|Harmony Clinics|4412 Kell Blvd|Wichita Falls|Drive-thru|
Texas|Heal 360 Primary Care|"940 W Stacy Road, Suite #110"|Allen|Clinic|
Texas|Heal 360 Primary Care|"1360 Star Court, Suite T1"|Plano|Clinic|
Texas|Heal 360 Primary Care|"3400 W FM 544, Suite #650"|Wylie|Clinic|
Texas|Healthcare Express|1509 W Loop 281|Longview|Drive-thru|
Texas|Healthcare Express|711 East End Blvd S|Marshall|Drive-thru|
Texas|Healthcare Express|5220 South East Loop 286|Paris|Drive-thru|
Texas|Healthcare Express|4701 W 7th St|Wake Village|Drive-thru|
Texas|Home Depot|7211 N. IH35 Frontage Road|Austin|Drive-thru|
Texas|iCare ER & Urgent Care Frisco|"2955 Eldorado Pkwy, Suite 100"|Frisco|Clinic|
Texas|iCare ER & Urgent Care FW|5500 Sycamore School Rd.|Fort Worth|Clinic|
Texas|Impact Urgent Care|7110 FM 78 #110|San Antonio|Drive-thru|
Texas|Impact Urgent Care|16755 Huebner Rd|San Antonio|Drive-thru|
Texas|Impact Urgent Care|1211 Austin Hwy.|San Antonio|Drive-thru|
Texas|Impact Urgent Care|22906 U.S. Highway 281 N|San Antonio|Drive-thru|
Texas|Impact Urgent Care|11282 Culebra Rd.|San Antonio|Drive-thru|
Texas|Integrity Urgent Care|1115 East Tyler Street|Athens|Clinic|
Texas|Integrity Urgent Care|3201 University Drive E. STE 135|Bryan|Clinic|
Texas|Integrity Urgent Care|808 North Nolan River Road|Cleburne|Clinic|
Texas|Integrity Urgent Care|"3010 East Hwy 190, Ste 254"|Copperas Cove|Clinic|
Texas|Integrity Urgent Care|2901 W Seventh Ave|Corsicana|Clinic|
Texas|J.P. Elder Middle School|709 NW 21st St|Fort Worth|Drive-thru|8:30am - 2:30 pm
Texas|Legacy ER|1310 W. Exchange Pkwy|Allen|Clinic|
Texas|Legacy ER|330 S Denton Tap Rd|Coppell|Clinic|
Texas|Legacy ER|9205 Legacy Dr.|Frisco|Clinic|
Texas|Legacy ER|16151 Eldorado Pkwy|Frisco|Clinic|
Texas|Legacy ER|2810 Hardin Blvd|McKinney|Clinic|
Texas|Legacy ER|8950 N. Tarrant Pkwy North|Richland Hills|Clinic|
Texas|Lone Star Family Health Center|13905 Grangerland Road|Conroe|Clinic|
Texas|Lone Star Family Health Center|605 S. Conroe Medical Drive|Conroe|Clinic|
Texas|Lone Star Family Health Center|"440 Rayford Rd, Suite 150"|Spring|Clinic|
Texas|Lone Star Family Health Center|"9516 West FM 1097, Suite 140"|Willis|Clinic|
Texas|MD Family Clinic - Bruton|9709 Bruton Rd|Dallas|Drive-thru|
Texas|MD Family Clinic - Irving Heights|1111 S Irving Heights Dr|Irving|Drive-thru|
Texas|MD Family Clinic - Marsh|9991 Marsh Ln. #100|Dallas|Drive-thru|
Texas|MD Kids Pediatrics|"490 IH-10 north, I-10 Frontage Rd #100"|Beaumont|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|MD Kids Pediatrics|294 Uptown Blvd #120|Cedar Hill|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|MD Kids Pediatrics|20403 Farm to Market Rd 529 #200|Cypress|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|MD Kids Pediatrics|3434 W Illinois Ave #306-3|Dallas|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|MD Kids Pediatrics - Harrisburg|6812 Harrisburg Blvd|Houston|Drive-thru|
Texas|MD Kids Pediatrics - Saner|3201 W. Saner Ave.|Dallas|Drive-thru|
Texas|MD Kids Pediatrics - West Plano|7800 Preston Rd. #300|Plano|Drive-thru|
Texas|MD Kids Pediatrics Health Network|1570 Lomaland Dr # A|El Paso|Drive-thru|"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm."
Texas|MED Urgent Care|4400 Teasley Ln #200|Denton|Clinic|
Texas|MedExpress|3700 S. Cooper St.|Arlington|Drive-thru|
Texas|MedExpress|3565 College St.|Beaumont|Drive-thru|
Texas|MedExpress|5700 N. Tarrant Pkwy.|Fort Worth|Drive-thru|
Texas|MedExpress|3413 N. Belt Line Rd.|Irving|Drive-thru|
Texas|MedExpress|22915 Morton Ranch Rd.|Katy|Drive-thru|
Texas|MedExpress|4750 Fairmont Pkwy.|Pasadena|Drive-thru|
Texas|MedExpress|4050 FM 762 Rd.|Richmond|Drive-thru|
Texas|MedExpress|1305 Dallas Highway|Waxahachie|Drive-thru|
Texas|Memorial Hermann Cypress Hospital|27800 Northwest Freeway|Cypress|Clinic|
Texas|Memorial Hermann Greater Heights Hospital|1635 North Loop W|Houston|Clinic|
Texas|Memorial Hermann Katy Hospital|23900 Katy Fwy|Katy|Clinic|
Texas|Memorial Hermann Memorial City Medical Center|921 Gessner Rd|Houston|Clinic|
Texas|Memorial Hermann Northeast Hospital|18951 Memorial North|Humble|Clinic|
Texas|Memorial Hermann Pearland Hospital|16100 South Freeway|Pearland|Clinic|
Texas|Memorial Hermann Southeast Hospital|11800 Astoria Blvd.|Houston|Clinic|
Texas|Memorial Hermann Southwest Hospital|7600 Beechnut St|Houston|Clinic|
Texas|Memorial Hermann Sugar Land Hospital|17500 West Grand Parkway South|Sugar Land|Clinic|
Texas|Memorial Hermann-Texas Medical Center|6411 Fannin St|Houston|Clinic|
Texas|Methodist Health System|3500 W Wheatland Rd|Dallas|Drive-thru|
Texas|Midland Community Healthcare Services|400 Rosalind Redfern Grover Pkwy|Midland|Clinic|
Texas|Midland Community Healthcare Services|801 East Florida Avenue|Midland|Clinic|
Texas|Midland Community Healthcare Services|2500 Delano Avenue|Midland|Clinic|
Texas|Midland Community Healthcare Services|2502 Delano Avenue|Midland|Clinic|
Texas|My Family Doctor Clinic|6430 Hillcroft Ave|Houston|Drive-thru|9 a.m. to 4 p.m.
Texas|Neighborhood Medical Center|5917 Belt Line Rd|Dallas|Drive-thru|daily
Texas|New Caney|"11985 N, TX-99"|New Caney|Drive-thru|9AM - 4PM
Texas|Next Care Urgent Care|351 Cypress Creek Road #103|Cedar Park|Clinic|
Texas|Next Care Urgent Care|900 North Austin Avenue|Georgetown|Clinic|
Texas|Next Care Urgent Care|1202 E NASA Pkwy|Houston|Drive-thru|
Texas|Next Care Urgent Care|10906 FM1960|Houston|Drive-thru|
Texas|Next Care Urgent Care|1331 Northpark Dr|Kingwood|Drive-thru|
Texas|Next Care Urgent Care|1701 US-281 North|Marble Falls|Drive-thru|
Texas|Next Care Urgent Care|15320 TX-105 #120|Montgomery|Drive-thru|
Texas|Next Care Urgent Care|6825 Spencer Hwy|Pasadena|Drive-thru|
Texas|Next Care Urgent Care|2705 E Broadway St|Pearland|Drive-thru|
Texas|Next Care Urgent Care|1104 Rayford Rd|Spring|Drive-thru|
Texas|Next Level Urgent Care|8720 Hwy. 6|Missouri City|Drive-thru|
Texas|Next Level Urgent Care|"16902 Hwy. 59, Ste 108"|Sugar Land|Drive-thru|
Texas|OakBend Medical Center|4911 Sandhill Drive|Sugar Land|Drive-thru|8am to 1pm
Texas|Omni Medical|McDermott Rd|Plano|Drive-thru|M-F
Texas|Omni Medical|3413 Spectrum Blvd Suite #100|Richardson|Drive-thru|M-F
Texas|Parkland Health and Hospital System|5200 Harry Hines Blvd|Dallas|Drive-thru|
Texas|Pasadena Health Center|908 Southmore|Pasadena|Clinic|
Texas|Passport Health|12810 Hillcrest Rd. Suite B131|Dallas|Drive-thru|8-6
Texas|Passport Health|1340 S Main St. #185|Grapevine|Drive-thru|8-6
Texas|Passport Health|4700 Dexter Dr #300|Plano|Drive-thru|8-6
Texas|Passport Health Mckinney|600 W. Eldorado Rd Building B Suite 4|Mckinney|Drive-thru|8-6
Texas|Physicians Premier|5525 Burnet Road Suite A|Austin|Clinic|
Texas|Physicians Premier|512 W SH 71|Bastrop|Clinic|
Texas|Physicians Premier|2411 Boonville Road|Bryan|Clinic|
Texas|Physicians Premier|580 Cibolo Valley Drive|Cibolo|Clinic|
Texas|Physicians Premier|"5521 Saratoga Blvd, Suite 100"|Corpus Christi|Clinic|
Texas|Physicians Premier|11158 Leopard Street. Suite 103|Corpus Christi|Clinic|
Texas|Physicians Premier|"4141 S Staples St, Suite 106"|Corpus Christi|Clinic|
Texas|Physicians Premier|7750 South Padre Island Drive|Corpus Christi|Clinic|
Texas|Physicians Premier|"3351 Clear Lake City Blvd., Suite 100"|Houston|Clinic|
Texas|Physicians Premier|"1860 US Hwy 181, Suite C"|Portland|Clinic|
Texas|Physicians Premier|2105 E. Palm Valley Blvd.|Round Rock|Clinic|
Texas|Physicians Premier|3154 SE Military Dr. Suite 103|San Antonio|Clinic|
Texas|Physicians Premier|"20475 Highway 46, Suite 100"|Spring Branch|Clinic|
Texas|Premier Care|1509 N Interstate 35|San Marcos|Clinic|
Texas|Premier Care|7010 West Adams Ave|Temple|Clinic|
Texas|Premier Care|221 S Jack Kultgen Expy|Waco|Clinic|
Texas|Premier Care|9110 Jordan Lane|Woodway|Clinic|
Texas|PrimaCare|642 Uptown Blvd.|Cedar Hill|Drive-thru|
Texas|PrimaCare|6350 East Mockingbird Lane|Dallas|Drive-thru|
Texas|PrimaCare|11888 Marsh Ln.|Dallas|Drive-thru|
Texas|PrimaCare|2205 N Tarrant Pkwy|Fort Worth|Drive-thru|
Texas|PrimaCare|540 Surf St.|Lewisville|Drive-thru|
Texas|PrimaCare|1920 Eldorado Pkwy|McKinney|Drive-thru|
Texas|PrimaCare|1280 N Town East Blvd.|Mesquite|Drive-thru|
Texas|PrimaCare|3304 Alma Dr|Plano|Drive-thru|
Texas|PrimaCare|5076 W Plano Pkwy|Plano|Drive-thru|
Texas|PrimaCare|1810 N Plano Rd.|Richardson|Drive-thru|
Texas|Quality Urgent Care|2106 W. Oaklawn Rd.|Pleasanton|Clinic|
Texas|Quality Urgent Care|19422 N US HWY 281 Ste 106|San Antonio|Clinic|
Texas|Quality Urgent Care|8526 IH 35 South|San Antonio|Clinic|
Texas|Quality Urgent Care|318 W Loop 1604 N|San Antonio|Clinic|
Texas|Quality Urgent Care|"6032 FM 3009, Ste 120"|Schertz|Clinic|
Texas|Quest Care Medical Clinic|3051 S. Center Street|Arlington|Clinic|
Texas|Quest Care Medical Clinic|550 NW Summercrest blvd|Burleson|Clinic|
Texas|Quest Care Medical Clinic|743 Plaza Boulevard|Coppell|Clinic|
Texas|Quest Care Medical Clinic|7540 Lyndon B Johnson Fwy|Dallas|Clinic|
Texas|Quest Care Medical Clinic|"301 Clifford Center Drive, Suite 115"|Fort Worth|Clinic|
Texas|Quest Care Medical Clinic|5291 W. University Drive|McKinney|Clinic|
Texas|Rapid Med Urgent Care Center|8501 FM 407|Highland Village|Clinic|
Texas|Rapid Med Urgent Care Center|3800 Main St|The Colony|Clinic|
Texas|Rockwall|"810 E. Ralph Hall Pkwy, Suite 100"|Rockwall|Clinic|
Texas|Rockwall|576 W. I-30|Royse City|Clinic|
Texas|Salvador H. Sanchez Middle|321 N. Rio Vista Rd|Socorro|Drive-thru|Monday–Friday: 8:00 AM – 11:00 AM MDT
Texas|Sinai Urgent Care|211 E FM 544|Murphy|Drive-thru|
Texas|SISD Aquatic Center|1257 Southview Dr|El Paso|Drive-thru|Monday–Friday: 8:00 AM – 11:00 AM MDT
Texas|South Texas Medical Center|8431 Fredericksburg Rd.|San Antonio|Drive-thru|
Texas|Surepoint Emergency|611 Northwest Pkwy|Azle|Drive-thru/Walk-in|
Texas|Surepoint Emergency|4117 South Staples St. #140|Corpus Christi|Drive-thru/Walk-in|
Texas|Surepoint Emergency|14433 S. Padre Island Dr.|Corpus Christi|Drive-thru/Walk-in|
Texas|Surepoint Emergency|2426 Lillian Miller Pkwy|Denton|Drive-thru/Walk-in|
Texas|Surepoint Emergency|7445 Oakmont Blvd.|Fort Worth|Drive-thru/Walk-in|
Texas|Surepoint Emergency|1607 S. Bowen Rd.|Pantego|Drive-thru/Walk-in|
Texas|Surepoint Emergency|2108 W. Washington St.|Stephenville|Drive-thru/Walk-in|
Texas|Surepoint Emergency|730 Adams Dr.|Weatherford|Drive-thru/Walk-in|
Texas|Swift Care|"1201 Main Street, Ste. 600"|Euless|Drive-thru|
Texas|Texas MedClinic Urgent Care|9900 South IH 35|Austin|Clinic|
Texas|Texas MedClinic Urgent Care|12319 N Mo-Pac Expy|Austin|Clinic|
Texas|Texas MedClinic Urgent Care|958 IH 35N|New Braunfels|Clinic|
Texas|Texas MedClinic Urgent Care|1922 State Hwy 46 W|New Braunfels|Clinic|
Texas|Texas MedClinic Urgent Care|4851 North IH 35|Round Rock|Clinic|
Texas|Texas MedClinic Urgent Care|11811 Blanco Road|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|6530 W Loop 1604 N|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|2530 SW Military Drive|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|6570 Ingram Road|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|323 North Loop 1604 West|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|7460 IH-35 North|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|8519 State Hwy 151|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|9207 North Loop 1604 West|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|9885 IH-10 West|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|23611 W IH-10|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|1007 N. E. Loop 410|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|1111 Southeast Military Dr.|San Antonio|Clinic|
Texas|Texas MedClinic Urgent Care|8341 Agora Parkway|Selma|Clinic|
Texas|Texas MedClinic Urgent Care|426 Singing Oaks|Spring Branch|Clinic|
Texas|Texas Tech University Health Sciences Center|3401 SE 10th Ave|Amarillo|Drive-thru|"9 a.m. to 3 p.m., M - F"
Texas|The Colony ER|4780 State Hwy 121|The Colony|Drive-thru|9-6 daily
Texas|The Emergency Center|3321 S. Cooper St.|Arlington|Clinic|
Texas|Toney Berger Activity Center|3200 Jones Rd|Austin|Drive-thru|8 a.m. to 8 p.m.
Texas|Twin Fountains Medical Center|3308 E Main St|Alice|Drive-thru|
Texas|Twin Fountains Medical Center|1402 E Houston St.|Beeville|Drive-thru|
Texas|Twin Fountains Medical Center|108 Twin Fountains Dr|Victoria|Drive-thru|
Texas|UMC Health System|602 Indiana Avenue|Lubbock|Drive-thru|
Texas|United Memorial Medical Center|510 West Tidwell|Houston|Drive-thru|8:00 AM - 8:00 PM
Texas|University Urgent Care|3107 Greene Avenue|Fort Worth|Clinic|
Texas|Urgentology Care|4130 N. Collins St.|Arlington|Clinic|
Texas|UT Physicians Multispecialty|7364 Antoine Drive|Houston|Drive-thru|
Texas|UT Physicians Sienna Drive-Thru|"8810 Hwy. 6, Ste. 100"|Missouri City|Drive-thru|
Texas|Walgreens|2060 S Buckner Blvd|Dallas|Drive-thru|9am-5pm
Texas|Walgreens|100 N Americas Ave|El Paso|Drive-thru|9am-5pm
Texas|Walgreens|8600 Camp Bowie West Blvd|Fort Worth|Drive-thru|9am-5pm
Texas|Walgreens|14531 Westheimer Rd|Houston|Drive-thru|9am-5pm
Texas|Walgreens|8301 Broadway St|Houston|Drive-thru|9am-5pm
Texas|Walgreens|1330 N Belt Line Rd|Irving|Drive-thru|9am-5pm
Texas|Walgreens|101 W Southmore Ave|Pasadena|Drive-thru|9am-5pm
Texas|Walgreens|4351 Thousand Oaks Dr|San Antonio|Drive-thru|9am-5pm
Texas|Walmart|3700 E Interstate 40|Amarillo|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|4610 S Coulter St|Amarillo|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|5730 W Amarillo Blvd|Amarillo|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|1025 W Trinity Mills Rd|Carrollton|Drive-thru|"Mon, Wed, Fri 9am to 4pm"
Texas|Walmart|765 Hurst St|Center|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|18700 Highway 105 W|Conroe|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|9410 Webb Chapel Rd|Dallas|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|15757 Coit Rd|Dallas|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|951 W Belt Line Rd|Desoto|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|1850 N Zaragoza Rd|El Paso|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|4530 Woodrow Bean|El Paso|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|7555 N Mesa St|El Paso|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|802 E US Highway 80|Forney|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|8520 N Beach St|Fort Worth|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|5302 N Garland Ave|Garland|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|11415 Quaker Ave|Lubbock|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|1721 N Custer Rd|McKinney|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Texas|Walmart|20310 US 59|New Caney|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|10505 Broadway St|Pearland|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|1710 Broadway St|Pearland|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Texas|Walmart|2501 Lakeview Pkwy|Rowlett|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|8015 Woodbridge Parkway|Sachse|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|Walmart|8923 W Military Drive|San Antonio|Drive-thru|Mon - Fri 7 a.m. - 10 a.m.
Texas|Walmart|401 E W US Hwy 82|Sherman|Drive-thru|"Mon, Wed, Fri 7 a.m. to 9 a.m."
Texas|Walmart|1025 Sawdust Rd|Spring|Drive-thru|"Mon, Wed, Fri 7 a.m. - 9 a.m."
Texas|WellHealth|6155 Sports Village Rd Suite 100|Frisco|Drive-thru|M-F 1-4
Texas|Westex Urgent Care|"3401 Greenbriar Dr., Suite 200"|Midland|Clinic|
Texas|Westex Urgent Care|"210 W. Longview, Suite A"|Midland|Clinic|
Texas|Westex Urgent Care|1941 E. 37th St.|Odessa|Clinic|
Texas|Wise Health|7214 Crawford Rd.|Argyle|Clinic|
Texas|Women's Memorial Hermann The Woodlands Medical Center|9250 Pinecroft Drive|The Woodlands|Clinic|
Texas|Women’s Memorial Hermann Memorial City Hospital|929 Gessner Road|Houston|Clinic|
|||||
Utah|Alta View InstaCare|9450 S 1300 E|Sandy|Drive-thru|9am to 5pm
Utah|American Fork Hospital|170 N 1100 E|American Fork|Drive-thru/Walk-in|"M-F 8am to 8pm, S/S 9-5"
Utah|Bear River Clinic|935 N 1000 W|Tremonton|Drive-thru/Walk-in|M-F 9am-5pm; Sat 9am - Noon
Utah|Cedar City InstaCare|962 Sage Dr|Cedar City|Drive-thru/Walk-in|"M 8-6, T-Th 9-5, F 9-3, Sat 9-1, Sun 9-noon"
Utah|Cottonwood InstaCare|181 E Medical Tower Dr|Murray|Drive-thru/Walk-in|"M 8-6, T/Th/F/Sun 8-3"
Utah|Davis Hospital and Medical Center|1600 Antelope Drive|Layton|Drive-thru|9-5
Utah|Dixie Regional Medical Center - 400 E Campus|376 E 500 S|St. George|Drive-thru/Walk-in|Daily 7-3
Utah|Ephraim Clinic|525 N Main St|Ephraim|Drive-thru/Walk-in|Mon-Fri: 9 a.m. to 4:30 p.m.
Utah|Farmington Health Center|165 N. University Ave|Farmington|Drive-thru|MF 8 -6 SS 10- 3
Utah|Fillmore Clinic|700 S Highway 99|Fillmore|Drive-thru/Walk-in|Mon-Fri: 9 a.m. to 4:30 p.m.
Utah|Garfield Memorial Hospital|200 N 400 E|Panguitch|Drive-thru|M-F 9-5
Utah|Heber Valley InstaCare|1485 South Hwy 40|Heber|Drive-thru|
Utah|Herber InstaCare|1485 S Highway 40 Ste G|Heber|Drive-thru|9-5
Utah|Intermountain Park City Hospital parking lot|900 Round Valley Drive|Park City|Drive-thru|M-F 9-6; S-S 12-6
Utah|Jordan Valley Medical Center|3580 West 9000 South|West Jordan|Drive-thru|9-5
Utah|Layton Clinic|2075 N University Park Blvd|Layton|Drive-thru/Walk-in|"Mon-Fri 8-3, S/S 8-noon"
Utah|Mountain Point Medical Center|3000 North Triumph Blvd|Lehi|Drive-thru|9-5
Utah|North Cache Valley InstaCare|4088 N HWY 91|Hyde Park|Drive-thru/Walk-in|"M-F 9-5, S/S 9-1"
Utah|North Temple Clinic|54 N 800 W|Salt Lake City|Drive-thru/Walk-in|"M-W, F 9-5"
Utah|Park City Hospital|300 Round Valley Drive|Park City|Drive-thru/Walk-in|"M-F 9-5, S/S noon-6"
Utah|Park City InstaCare|1750 Sidewinder Drive|Park City|Drive-thru|
Utah|Provo Town Centre Mall|1200 Towne Centre Blvd|Provo|Drive-thru|
