State |Location |Address |City |Eligibility
Tennessee |CareNow  Urgent  Care |1214  Gallatin  Ave |Nashville |
Tennessee |CareNow  Urgent  Care |5304  Cane  Ridge  Rd |Nashville |
Tennessee |Chattanooga  State  Community  College |"2100  Main  St.,  Kimball" |Kimball |
Tennessee |Claiborne  County  Health  Department |620  Davis  St. |New  Tazewell |
Tennessee |Coffee  County  Admin  Plaza |1329  McArthur  St |Manchester |
Tennessee |Coffee  County  Health  Department |800  Park  Street |Manchester |
Tennessee |Complete  Health  Partners |6746  Charlotte  Pike |Nashville |
Tennessee |CVS  Health  COVID-19  Testing  Site |6670  Stage  Road |Bartlett |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |"330  Franklin  Road,  Suite  302" |Brentwood |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |5501  Brainerd  Road |Chattanooga |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |4700  Highway  58 |Chattanooga |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2424  North  Ocoee  Street |Cleveland |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |1026  West  Avenue  North |Crossville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |1154  Liberty  Pike |Franklin |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |101  Glen  Oak  Boulevard |Hendersonville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |4402  Lebanon  Road |Hermitage |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |5120  Highway  153 |Hixson |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2111  North  Roan  Street  #35 |Johnson  City |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |840  West  Market  Street |Johnson  City |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |4500  East  Emory  Road |Knoxville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |9175  Kingston  Pike |Knoxville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |6005  Kingston  Pike |Knoxville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |9137  Middlebrook  Pike |Knoxville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |9435  South  Northshore  Drive |Knoxville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |1200  Gallatin  Pike  South |Madison |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |103  Foothills  Mall  Road |Maryville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |3502  Park  Avenue |Memphis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |5055  Stage  Road |Memphis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2115  Union  Ave |Memphis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |6116  Quince  Road |Memphis |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2398  New  Salem  Highway |Murfreesboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |4058  Franklin  Road |Murfreesboro |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2500  Lebanon  Pike |Nashville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |5521  Charlotte  Pike |Nashville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |3700  Kings  Lane |Nashville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |2788  Murfreesboro  Pike |Nashville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |735  Harding  Place |Nashville |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |14299  Old  Nashville  Hwy. |Smyrna |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |CVS  Health  COVID-19  Testing  Site |903  Memorial  Boulevard |Springfield |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Tennessee |Dickson  County  Health  Department |301  West  End  Ave. |Dickson |
Tennessee |"Dickson  Medical  Associates,  PC" |758  TN-46 |Dickson |
Tennessee |East  Tennessee  Medical  Group |266  Joule  Street |Alcoa |"temp  over  100.4,  cough  or  shortness  of  breath"
Tennessee |East  Tennessee  State  University |1276  Gilbreath  Drive |Johnson  City |
Tennessee |Family  Medical  Clinic |209  Irish  Cemetery  Road |Tazewell |existing  patients  only;  symptomatic
Tennessee |Fast  Pace  Health  Urgent  Care |150  Hutton  Place |Ashland  City |
Tennessee |Fast  Pace  Health  Urgent  Care |1359  West  Market  St |Bolivar |
Tennessee |Fast  Pace  Health  Urgent  Care |1137  S  Dupree  St |Brownsville |
Tennessee |Fast  Pace  Health  Urgent  Care |4696  Nashville  Hwy |Chapel  Hill |
Tennessee |Fast  Pace  Health  Urgent  Care |1618  Hwy  51  S |Covington |
Tennessee |Fast  Pace  Health  Urgent  Care |718  East  College  S |Dickson |
Tennessee |Fast  Pace  Health  Urgent  Care |750  West  Highway  51  Bypass |Dyersburg |
Tennessee |Fast  Pace  Health  Urgent  Care |2377  Fairview  Blvd |Fairview |
Tennessee |Fast  Pace  Health  Urgent  Care |603  Craft  St |Holly  Springs |
Tennessee |Fast  Pace  Health  Urgent  Care |641  E  Commerce  St |Lewisburg |
Tennessee |Fast  Pace  Health  Urgent  Care |8188  Hwy  51  N |Millington |
Tennessee |Fast  Pace  Health  Urgent  Care |7400  Hwy  64 |Oakland |
Tennessee |Fast  Pace  Health  Urgent  Care |1401  N.  Main  St |Shelbyville |
Tennessee |Fast  Pace  Health  Urgent  Care |1609  Jones  St |Springfield |
Tennessee |Fast  Pace  Health  Urgent  Care |9002  Sparta  Pike |Watertown |
Tennessee |Former  K-Mart  parking  lot |2491  Murfreesboro  Pike |Nashville |need  phone  screening
Tennessee |Gellatin  High  School |700  Dan  P.  Herron  Drive |Gallatin |
Tennessee |Grainger  County  Health  Department |185  Justice  Center  Drive |Rutledge |
Tennessee |Greenville  Community  Hospital |1420  Tusculum  Blvd |Greenville |
Tennessee |Hardin  County  Health  Department  at  First  Baptist  Church |145  Main  St. |Savannah |
Tennessee |Henry  County  Health  Department |803  Joy  St |Paris |
Tennessee |Henry  County  Health  Department  at  Bethel  University  Paris  Campus |302B  Tyson  Avenue |Paris |
Tennessee |Hilton  Memphis |939  Ridge  Lake  Blvd. |Memphis |
Tennessee |HOPE  Family  Health  Services |10427  Highway  52  West |Westmoreland |Call  Ahead
Tennessee |Jackson  Fairgrounds |800  South  Highland  Ave. |Jackson |
Tennessee |Laboratory  Service  Center  and  Physician  Services  in  Cleveland |"2650  Executive  Park  NW,  Suite  5" |Cleveland |"$200,  free  for  first  responders"
Tennessee |Loudon  County  Health  Department |600  Ryder  Ave. |Loudon |
Tennessee |Macon  County  Health  Department  at  Lafayette  Missionary  Baptist  Church |302  College  St |Lafayette |
Tennessee |Mcnairy  County  Health  Department |725  East  Poplar  Avenue |Selmer |free
Tennessee |MedPost  Urgent  Care |1520  Bonnie  Lane |Cordova |
Tennessee |Meharry  Medical  College |1005  Dr  DB  Todd  Jr  Blvd |Nashville |need  phone  screening
Tennessee |Monroe  County  Health  Department |3469  New  Highway  68 |Madisonville |
Tennessee |Montgomery  County  Health  Department |330  Pageant  Lane |Clarksville |
Tennessee |Mt.  Juliet  Community  Center |1075  Charlie  Daniels  Pkwy. |Mt.  Juliet |
Tennessee |Nissan  Stadium |1  Titans  Way |Nashville |need  phone  screening
Tennessee |Oakland  First  Baptist  Church |8695  U.S.  Highway  64 |Somerville |
Tennessee |One  Stop  Family  Clinic |2994  S  Church  St |Murfreesboro |call  ahead
Tennessee |Physicians  Care |"419  N  Market  St,  Suite  100" |Chattanooga |
Tennessee |Physicians  Care |4747  Hwy  58 |Chattanooga |
Tennessee |Physicians  Care |4490  Hixson  Pike |Chattanooga |
Tennessee |Physicians  Care |403  McBrien  Rd |Chattanooga |
Tennessee |Physicians  Care |2021  Hamilton  Pl  Blvd |Chattanooga |
Tennessee |Physicians  Care |1494  Stuart  Rd |Cleveland |
Tennessee |Physicians  Care |455  Chickamauga  Dr |Dayton |
Tennessee |Physicians  Care |625  E  12th  St |South  Pittsburg |
Tennessee |Rainbow  Kids  Clinic |111  Otis  Smith  Dr |Clarksville |existing  patients  only
Tennessee |Riverside  Pkwy  Emissions  Testing |1620  Riverfront  Pkwy |Chattanooga |Walk  up
Tennessee |Roan  State  Community  College |276  Patton  Lane |Harriman |
Tennessee |Robertson  County  Fairgrounds |4635  U.S.  Highway  41 |Springfield |
Tennessee |Rutherford  County  Health  Department |100  West  Burton  St. |Murfreesboro |
Tennessee |Scott  County  Health  Department |344  Court  St. |Huntsville |
Tennessee |Shelbyville  Central  High  School |401  Eagle  Blvd. |Shelbyville |
Tennessee |Summit  Medical  Group |933  W  Race  Street |Kingston |Summit  Medical  Group  patients  only
Tennessee |Sycamore  Shoals  Hospital |1501  W  Elk  Ave |Elizabethton |
Tennessee |Tennessee  Smokies  Baseball  Stadium |3540  Line  Drive |Kodak |
Tennessee |Tiger  Lane |450  Early  Maxwell  Blvd |Memphis |text  covid  to  the  number
Tennessee |Union  County  Health  Department |4335  Maynardville  Highway |Maynardville |
Tennessee |Urgent  Team |8350  Hwy.  64  Suite  103 |Bartlett |
Tennessee |Urgent  Team |2147  Wilma  Rudolph  Blvd  Suite  102 |Clarksville |
Tennessee |Urgent  Team |2224  Madison  St  Suite  B |Clarksville |
Tennessee |Urgent  Team |1466  Tiny  Town  Rd  Suite  C |Clarksville |
Tennessee |Urgent  Team |1690  Fort  Campbell  Blvd |Clarksville |
Tennessee |Urgent  Team |650  S  Jefferson  Ave  Suite  101 |Cookeville |
Tennessee |Urgent  Team |2395  Lake  Rd |Dyersburg |
Tennessee |Urgent  Team |509  Hillsboro  Rd |Franklin |
Tennessee |Urgent  Team |15  Old  Humboldt  Rd  Suite  D |Jackson |
Tennessee |Urgent  Team |1905  Gallatin  Pike  N |Madison |
Tennessee |Urgent  Team |525  W  Broadway  Ave |Maryville |
Tennessee |Urgent  Team |2636  W  Andrew  Johnson  Hwy |Morristown |
Tennessee |Urgent  Team |2445  Memorial  Blvd  Suite  C |Murfreesboro |
Tennessee |Urgent  Team |1144  Fortress  Blvd  Suite  K |Murfreesboro |
Tennessee |Urgent  Team |4726  Lebanon  Pike |Nashville |
Tennessee |Urgent  Team |3024  Gallatin  Pike |Nashville |
Tennessee |Urgent  Team |2662  Memorial  Blvd |Springfield |
Tennessee |Urgent  Team |1802  N  Jackson  St  Suite  850 |Tullahoma |
Tennessee |Volunteer  High  School |1050  Volunteer  St. |Church  Hill |
Tennessee |Walgreens |3502  Summer  Ave |Memphis |Appointment  only  –  complete  questionnaire:  Walgreens.com/Covid19Testing
Tennessee |Weakley  County  Health  Department |9852  Highway  22 |Dresden |
Tennessee |Williamson  County  Agricultural  Expo  Park |4215  Long  Lane |Franklin |
Tennessee |Wilson  County  Health  Department |927  E.  Baddour  Parkway |Lebanon |
Tennessee |Woodland  Park |821  West  Ninth  St. |Columbia |
Tennessee |Zoo  Knoxville |3500  Knoxville  Zoo  Drive |Knoxville |
Texas |Abilene  Diagnostic  Clinic |1665  Antilley  Road |Abilene |call  ahead
Texas |Affinity  Urgent  Care |3128  Hwy  35  South |Alvin |
Texas |Affinity  Urgent  Care |"2808  61st  Street,  Suite  200" |Galveston |
Texas |Affinity  Urgent  Care |2600  FM  1764  Suite  190 |La  Marque |
Texas |AllMedPhysicians |1760  FM  967 |Buda |www.AllMedPhysicians.com  Sign  in  to  Patient  Portal  to  request  an  appointment  for  test
Texas |American  Airlines  Center |2500  Victory  Blvd |Dallas |senior  age  with  high  temp
Texas |"Angelo  State  University,  Foster  Field" |2601  W  Ave  N |San  Angelo |
Texas |Austin  /  Travis  County  Public  Health |15  Waller  St |Austin |High  Priority  Cases
Texas |Austin  Emergency  Center  South  Lamar |4014  South  Lamar  Blvd |Austin |
Texas |Baylor  Scott  &  White |5251  W.  US  Hwy  290 |Austin |Appt  only
Texas |Baylor  Scott  &  White |425  University  Blvd |Round  Rock |Appt  only
Texas |Baylor  Scott  &  White  Medical  Center |2401  S  31st  St. |Temple |
Texas |Bestcare  Family  Medical  Center |4402  Broadway  Suite  1 |Garland |
Texas |Burnet  Elementary  School |3700  Thomason  Ave |El  Paso |
Texas |Butler  Stadium |13755  S.  Main  St. |Houston |
Texas |Care  Urgent  Care |3051  North  Zaragoza  Rd. |El  Paso |
Texas |Central  Texas  Urgent  Care |1135  TX-340  Loop |Waco |
Texas |Children's  Memorial  Hermann  Hospital |6411  Fannin |Houston |
Texas |Christus  Spohn  Memorial |2606  Hospital  Blvd |Corpus  Christi |appt  -  call  for  screening
Texas |City  of  Brownsville  Drive-Thru  Testing |Unlisted |Brownsville |Location  given  after  assessment
Texas |City  of  Laredo  Health  Department |2600  Cedar  Ave |Laredo |Call  ahead
Texas |City  Square |1610  S.  Malcolm  X  Blvd. |Dallas |
Texas |CityDoc  Urgent  Care |"5301  W  Lovers  Ln.,  Ste.  109" |Dallas |
Texas |CityDoc  Urgent  Care |"2909  McKinney  Ave.,  Ste.  B" |Dallas |
Texas |CityDoc  Urgent  Care |10759  Preston  Rd.  Ste.  200 |Dallas |
Texas |CityDoc  Urgent  Care |"3020  W  7th  St.,  Ste.  210" |Fort  Worth |
Texas |Clinicas  Mi  Doctor |941  E  Park  Row  Dr |Arlington |
Texas |Clinicas  Mi  Doctor |10058  Long  Point  Rd |Houston |
Texas |Clinicas  Mi  Doctor |5230  Aldine  Mail  Rte  Rd |Houston |
Texas |Clinicas  Mi  Doctor |8225  Broadway  St |Houston |
Texas |Clinicas  Mi  Doctor  -  Lewisville |701  S  Stemmons  Fwy |Lewisville |
Texas |Clinicas  Mi  Doctor  -  Seminary  location |4200  South  Fwy.  #106 |Fort  Worth |
Texas |Collier  Regional  Library |6200  Pinemont  Dr. |Houston |
Texas |Community  ER  Houston |3550  Rayford  Drive |Spring |
Texas |Community  Med  Family  Urgent  Care |6320  U.S.  287  Frontage  Rd  #112 |Arlington |
Texas |Community  Med  Family  Urgent  Care |11350  US-380  #100 |Cross  Roads |
Texas |Community  Med  Family  Urgent  Care |295  FM156  #300 |Haslet |
Texas |Community  Med  Family  Urgent  Care |3591  McKinney  Street  Suite  #400A |Melissa |
Texas |Community  Med  Family  Urgent  Care |670  W  Princeton  Dr  #400 |Princeton |
Texas |Community  Med  Family  Urgent  Care |1000  N  Preston  Rd  #60 |Prosper |
Texas |Community  Med  Family  Urgent  Care |3210  Midwestern  Pkwy  #500 |Wichita  Falls |
Texas |Corpus  Christi  Urgent  Care |14317  Northwest  Blvd. |Corpus  Christi |
Texas |Coryell  Health |1507  West  Main  Street |Gatesville |
Texas |Coryell  Health |1510  Hannah  Valley  Road |Goldthwaite |
Texas |Coryell  Health |5100  Franklin  Ave |Waco |
Texas |Country  Club  Urgent  Care |"8041  North  Mesa,  Suite  B2" |El  Paso |
Texas |CVS  Health  COVID-19  Testing  Site |1010  North  Willis  Street |Abilene |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Texas |CVS  Health  COVID-19  Testing  Site |965  North  Judge  Ely  Boulevard |Abilene |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Texas |CVS  Health  COVID-19  Testing  Site |1550  Stacy  Road |Allen |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
Texas |CVS  Health  COVID-19  Testing  Site |1600  South  Bypass  35 |Alvin |schedule  here:  https://www.cvs.com/minuteclinic/covid-19-testing
