State |Location |Address |City |Phone Number
South Dakota |Black Hills Urgent Care |1730 Haines Ave. |Rapid City |605-791-7788
South Dakota |Black Hills Urgent Care |120 E. Michigan St |Spearfish |605-722-7777
South Dakota |Brookings Health |300 22nd Ave |Brookings |605-696-9000
South Dakota |Fall River Rural Clinic |1201 Highway 71 S |Hot Springs |605-745-8928
South Dakota |Monument Health Rapid City Urgent Care |2116 Jackson Blvd |Rapid City |605-755-1350
South Dakota |Sanford Health |1305 W 18th St |Sioux Falls |N/A
South Dakota |Walgreens |3620 W 41ST ST |Sioux Falls |N/A
Tennessee |AFC Urgent Care |2037 S. Congress Parkway |Athens |423-381-0152
Tennessee |AFC Urgent Care |1521 Gunbarrel Rd |Chattanooga |423-531-0911
Tennessee |AFC Urgent Care |170 Mouse Creek Rd |Cleveland |423-458-1426
Tennessee |AFC Urgent Care |700 N. Campbell Station Road |Farragut |865-288-0119
Tennessee |AFC Urgent Care |5546 Highway 153 Suite 120 |Hixson |423-486-1911
Tennessee |AFC Urgent Care |6108 Kingston Pike |Knoxville |865-539-9299
Tennessee |AFC Urgent Care |5150 N. Broadway |Knoxville |865-549-5111
Tennessee |AFC Urgent Care |7564 Chapman Hwy |Knoxville |865-951-1103
Tennessee |AFC Urgent Care |9058 Old Lee Highway |Ooltewah |423-531-9110
Tennessee |AFC Urgent Care |713 Winfield Dunn Pkwy #9 |Sevierville |865-429-9110
Tennessee |American Family Care |5826 Nolensville Pike |Nashville |615-410-9626
Tennessee |Athens Regional park |101 Regional park Drive |Athens |833-556-2476
Tennessee |B&K Grocery parking lot |8460 Highway 111 |Byrdstown |833-556-2476
Tennessee |Brighton High School |8045 Highway 51 South |Brighton |833-556-2476
Tennessee |Burritt College |445 College St. |Spencer |833-556-2476
Tennessee |Camp Jordan Park- Cherokee Health |323 Camp Jordan Rd |East Ridge |N/A
Tennessee |Campbell County Health Department |162 Sharp-Perkins Road |Jacksboro |423-562-8351
Tennessee |CareNow Urgent Care |2017 Mallory Lane |Franklin |(615) 656-3239
Tennessee |CareNow Urgent Care |280 Indian Lake Blvd |Hendersonville |(615) 590-1440
Tennessee |CareNow Urgent Care |5225 Old Hickory Blvd |Hermitage |(615) 938-7190
Tennessee |CareNow Urgent Care |1705 W Main St |Lebanon |(615) 938-7171
Tennessee |CareNow Urgent Care |2003 Gallatin Pike |Madison |(615) 846-9850
Tennessee |CareNow Urgent Care |669 S Mt Juliet Rd |Mt. Juliet |(615) 541-4545
Tennessee |CareNow Urgent Care |"2105 Memorial Blvd, Suite B" |Murfreesboro |(615) 410-4099
Tennessee |CareNow Urgent Care |"3031 Medical Center Parkway, Suite B" |Murfreesboro |(615) 846-8585
Tennessee |CareNow Urgent Care |2372 Lebanon Pike |Nashville |(615) 610-1756
Tennessee |CareNow Urgent Care |"3404 West End Ave, Suite 101" |Nashville |(615) 866-4238
Tennessee |CareNow Urgent Care |1214 Gallatin Ave |Nashville |(615) 988-1620
Tennessee |CareNow Urgent Care |5304 Cane Ridge Rd |Nashville |615-846-4545
Tennessee |Chattanooga State Community College |"2100 Main St., Kimball" |Kimball |833-556-2476
Tennessee |Claiborne County Health Department |620 Davis St. |New Tazewell |833-556-2476
Tennessee |Coffee County Admin Plaza |1329 McArthur St |Manchester |N/A
Tennessee |Coffee County Health Department |800 Park Street |Manchester |931-723-5134
Tennessee |Complete Health Partners |6746 Charlotte Pike |Nashville |629-203-7858
Tennessee |CVS Health COVID-19 Testing Site |6670 Stage Road |Bartlett |N/A
Tennessee |CVS Health COVID-19 Testing Site |"330 Franklin Road, Suite 302" |Brentwood |N/A
Tennessee |CVS Health COVID-19 Testing Site |5501 Brainerd Road |Chattanooga |N/A
Tennessee |CVS Health COVID-19 Testing Site |4700 Highway 58 |Chattanooga |N/A
Tennessee |CVS Health COVID-19 Testing Site |2424 North Ocoee Street |Cleveland |N/A
Tennessee |CVS Health COVID-19 Testing Site |1026 West Avenue North |Crossville |N/A
Tennessee |CVS Health COVID-19 Testing Site |1154 Liberty Pike |Franklin |N/A
Tennessee |CVS Health COVID-19 Testing Site |101 Glen Oak Boulevard |Hendersonville |N/A
Tennessee |CVS Health COVID-19 Testing Site |4402 Lebanon Road |Hermitage |N/A
Tennessee |CVS Health COVID-19 Testing Site |5120 Highway 153 |Hixson |N/A
Tennessee |CVS Health COVID-19 Testing Site |2111 North Roan Street #35 |Johnson City |N/A
Tennessee |CVS Health COVID-19 Testing Site |840 West Market Street |Johnson City |N/A
Tennessee |CVS Health COVID-19 Testing Site |4500 East Emory Road |Knoxville |N/A
Tennessee |CVS Health COVID-19 Testing Site |9175 Kingston Pike |Knoxville |N/A
Tennessee |CVS Health COVID-19 Testing Site |6005 Kingston Pike |Knoxville |N/A
Tennessee |CVS Health COVID-19 Testing Site |9137 Middlebrook Pike |Knoxville |N/A
Tennessee |CVS Health COVID-19 Testing Site |9435 South Northshore Drive |Knoxville |N/A
Tennessee |CVS Health COVID-19 Testing Site |1200 Gallatin Pike South |Madison |N/A
Tennessee |CVS Health COVID-19 Testing Site |103 Foothills Mall Road |Maryville |N/A
Tennessee |CVS Health COVID-19 Testing Site |3502 Park Avenue |Memphis |N/A
Tennessee |CVS Health COVID-19 Testing Site |5055 Stage Road |Memphis |N/A
Tennessee |CVS Health COVID-19 Testing Site |2115 Union Ave |Memphis |N/A
Tennessee |CVS Health COVID-19 Testing Site |6116 Quince Road |Memphis |N/A
Tennessee |CVS Health COVID-19 Testing Site |2398 New Salem Highway |Murfreesboro |N/A
Tennessee |CVS Health COVID-19 Testing Site |4058 Franklin Road |Murfreesboro |N/A
Tennessee |CVS Health COVID-19 Testing Site |2500 Lebanon Pike |Nashville |N/A
Tennessee |CVS Health COVID-19 Testing Site |5521 Charlotte Pike |Nashville |N/A
Tennessee |CVS Health COVID-19 Testing Site |3700 Kings Lane |Nashville |N/A
Tennessee |CVS Health COVID-19 Testing Site |2788 Murfreesboro Pike |Nashville |N/A
Tennessee |CVS Health COVID-19 Testing Site |735 Harding Place |Nashville |N/A
Tennessee |CVS Health COVID-19 Testing Site |14299 Old Nashville Hwy. |Smyrna |N/A
Tennessee |CVS Health COVID-19 Testing Site |903 Memorial Boulevard |Springfield |N/A
Tennessee |Dickson County Health Department |301 West End Ave. |Dickson |833-556-2476
Tennessee |"Dickson Medical Associates, PC" |758 TN-46 |Dickson |615-446-1392
Tennessee |East Tennessee Medical Group |266 Joule Street |Alcoa |N/A
Tennessee |East Tennessee State University |1276 Gilbreath Drive |Johnson City |833-556-2476
Tennessee |Family Medical Clinic |209 Irish Cemetery Road |Tazewell |423-869-3684
Tennessee |Fast Pace Health Urgent Care |150 Hutton Place |Ashland City |615-792-2223
Tennessee |Fast Pace Health Urgent Care |1359 West Market St |Bolivar |731-361-1003
Tennessee |Fast Pace Health Urgent Care |1137 S Dupree St |Brownsville |731-361-1003
Tennessee |Fast Pace Health Urgent Care |4696 Nashville Hwy |Chapel Hill |931-364-5231
Tennessee |Fast Pace Health Urgent Care |1618 Hwy 51 S |Covington |901-313-9274
Tennessee |Fast Pace Health Urgent Care |718 East College S |Dickson |615-560-7016
Tennessee |Fast Pace Health Urgent Care |750 West Highway 51 Bypass |Dyersburg |731-325-3473
Tennessee |Fast Pace Health Urgent Care |2377 Fairview Blvd |Fairview |615-799-0101
Tennessee |Fast Pace Health Urgent Care |603 Craft St |Holly Springs |662-333-8070
Tennessee |Fast Pace Health Urgent Care |641 E Commerce St |Lewisburg |931-359-4555
Tennessee |Fast Pace Health Urgent Care |8188 Hwy 51 N |Millington |901-614-4455
Tennessee |Fast Pace Health Urgent Care |7400 Hwy 64 |Oakland |901-424-0346
Tennessee |Fast Pace Health Urgent Care |1401 N. Main St |Shelbyville |931-488-8895
Tennessee |Fast Pace Health Urgent Care |1609 Jones St |Springfield |615-433-8201
Tennessee |Fast Pace Health Urgent Care |9002 Sparta Pike |Watertown |615-697-6836
Tennessee |Former K-Mart parking lot |2491 Murfreesboro Pike |Nashville |615-862-7777
Tennessee |Gellatin High School |700 Dan P. Herron Drive |Gallatin |833-556-2476
Tennessee |Grainger County Health Department |185 Justice Center Drive |Rutledge |833-556-2476
Tennessee |Greenville Community Hospital |1420 Tusculum Blvd |Greenville |833-822-5523
Tennessee |Hardin County Health Department at First Baptist Church |145 Main St. |Savannah |731-925-4476
Tennessee |Henry County Health Department |803 Joy St |Paris |731-642-4025
Tennessee |Henry County Health Department at Bethel University Paris Campus |302B Tyson Avenue |Paris |731-642-4025
Tennessee |Hilton Memphis |939 Ridge Lake Blvd. |Memphis |N/A
Tennessee |HOPE Family Health Services |10427 Highway 52 West |Westmoreland |615-644-9378
Tennessee |Jackson Fairgrounds |800 South Highland Ave. |Jackson |833-556-2476
Tennessee |Laboratory Service Center and Physician Services in Cleveland |"2650 Executive Park NW, Suite 5" |Cleveland |N/A
Tennessee |Loudon County Health Department |600 Ryder Ave. |Loudon |833-556-2476
Tennessee |Macon County Health Department at Lafayette Missionary Baptist Church |302 College St |Lafayette |615-555-2142
Tennessee |Mcnairy County Health Department |725 East Poplar Avenue |Selmer |731-645-3474
Tennessee |MedPost Urgent Care |1520 Bonnie Lane |Cordova |901-791-9060
Tennessee |Meharry Medical College |1005 Dr DB Todd Jr Blvd |Nashville |615-862-7777
Tennessee |Monroe County Health Department |3469 New Highway 68 |Madisonville |833-556-2476
Tennessee |Montgomery County Health Department |330 Pageant Lane |Clarksville |931-648-5746
Tennessee |Mt. Juliet Community Center |1075 Charlie Daniels Pkwy. |Mt. Juliet |N/A
Tennessee |Nissan Stadium |1 Titans Way |Nashville |615-862-7777
Tennessee |Oakland First Baptist Church |8695 U.S. Highway 64 |Somerville |833-556-2476
Tennessee |One Stop Family Clinic |2994 S Church St |Murfreesboro |615-900-4045
Tennessee |Physicians Care |"419 N Market St, Suite 100" |Chattanooga |423-414-3012
Tennessee |Physicians Care |4747 Hwy 58 |Chattanooga |423-834-9400
Tennessee |Physicians Care |4490 Hixson Pike |Chattanooga |423-875-0700
Tennessee |Physicians Care |403 McBrien Rd |Chattanooga |423-894-3589
Tennessee |Physicians Care |2021 Hamilton Pl Blvd |Chattanooga |423-899-6222
Tennessee |Physicians Care |1494 Stuart Rd |Cleveland |423-648-7699
Tennessee |Physicians Care |455 Chickamauga Dr |Dayton |423-570-0252
Tennessee |Physicians Care |625 E 12th St |South Pittsburg |423-648-4460
Tennessee |Rainbow Kids Clinic |111 Otis Smith Dr |Clarksville |931-553-6666
Tennessee |Riverside Pkwy Emissions Testing |1620 Riverfront Pkwy |Chattanooga |423-209-8393
Tennessee |Roan State Community College |276 Patton Lane |Harriman |833-556-2476
Tennessee |Robertson County Fairgrounds |4635 U.S. Highway 41 |Springfield |833-556-2476
Tennessee |Rutherford County Health Department |100 West Burton St. |Murfreesboro |833-556-2476
Tennessee |Scott County Health Department |344 Court St. |Huntsville |833-556-2476
Tennessee |Shelbyville Central High School |401 Eagle Blvd. |Shelbyville |833-556-2476
Tennessee |Summit Medical Group |933 W Race Street |Kingston |865-882-0105
Tennessee |Sycamore Shoals Hospital |1501 W Elk Ave |Elizabethton |N/A
Tennessee |Tennessee Smokies Baseball Stadium |3540 Line Drive |Kodak |833-556-2476
Tennessee |Tiger Lane |450 Early Maxwell Blvd |Memphis |901-203-5526
Tennessee |Union County Health Department |4335 Maynardville Highway |Maynardville |833-556-2476
Tennessee |Urgent Team |8350 Hwy. 64 Suite 103 |Bartlett |901-730-6003
Tennessee |Urgent Team |2147 Wilma Rudolph Blvd Suite 102 |Clarksville |931-241-4115
Tennessee |Urgent Team |2224 Madison St Suite B |Clarksville |931-503-7015
Tennessee |Urgent Team |1466 Tiny Town Rd Suite C |Clarksville |931-503-7093
Tennessee |Urgent Team |1690 Fort Campbell Blvd |Clarksville |931-648-4838
Tennessee |Urgent Team |650 S Jefferson Ave Suite 101 |Cookeville |931-303-0958
Tennessee |Urgent Team |2395 Lake Rd |Dyersburg |731-882-1958
Tennessee |Urgent Team |509 Hillsboro Rd |Franklin |615-472-2139
Tennessee |Urgent Team |15 Old Humboldt Rd Suite D |Jackson |731-256-6456
Tennessee |Urgent Team |1905 Gallatin Pike N |Madison |615-338-7041
Tennessee |Urgent Team |525 W Broadway Ave |Maryville |865-268-4265
Tennessee |Urgent Team |2636 W Andrew Johnson Hwy |Morristown |423-200-3225
Tennessee |Urgent Team |2445 Memorial Blvd Suite C |Murfreesboro |615-217-6900
Tennessee |Urgent Team |1144 Fortress Blvd Suite K |Murfreesboro |615-809-3541
Tennessee |Urgent Team |4726 Lebanon Pike |Nashville |615-475-8179
Tennessee |Urgent Team |3024 Gallatin Pike |Nashville |615-665-4400
Tennessee |Urgent Team |2662 Memorial Blvd |Springfield |615-380-8411
Tennessee |Urgent Team |1802 N Jackson St Suite 850 |Tullahoma |931-563-5501
Tennessee |Volunteer High School |1050 Volunteer St. |Church Hill |833-556-2476
Tennessee |Walgreens |3502 Summer Ave |Memphis |N/A
Tennessee |Weakley County Health Department |9852 Highway 22 |Dresden |833-556-2476
Tennessee |Williamson County Agricultural Expo Park |4215 Long Lane |Franklin |N/A
Tennessee |Wilson County Health Department |927 E. Baddour Parkway |Lebanon |833-556-2476
Tennessee |Woodland Park |821 West Ninth St. |Columbia |833-556-2476
Tennessee |Zoo Knoxville |3500 Knoxville Zoo Drive |Knoxville |833-556-2476
Texas |Abilene Diagnostic Clinic |1665 Antilley Road |Abilene |325-437-8602
Texas |Affinity Urgent Care |3128 Hwy 35 South |Alvin |281-886-8964
Texas |Affinity Urgent Care |"2808 61st Street, Suite 200" |Galveston |281-886-8964
Texas |Affinity Urgent Care |2600 FM 1764 Suite 190 |La Marque |281-886-8964
Texas |AllMedPhysicians |1760 FM 967 |Buda |N/A
Texas |American Airlines Center |2500 Victory Blvd |Dallas |N/A
Texas |"Angelo State University, Foster Field" |2601 W Ave N |San Angelo |325-481-2050
Texas |Austin / Travis County Public Health |15 Waller St |Austin |N/A
Texas |Austin Emergency Center South Lamar |4014 South Lamar Blvd |Austin |512-774-5780
Texas |Baylor Scott & White |5251 W. US Hwy 290 |Austin |N/A
Texas |Baylor Scott & White |425 University Blvd |Round Rock |N/A
Texas |Baylor Scott & White Medical Center |2401 S 31st St. |Temple |N/A
Texas |Bestcare Family Medical Center |4402 Broadway Suite 1 |Garland |972-240-1789
Texas |Burnet Elementary School |3700 Thomason Ave |El Paso |N/A
Texas |Butler Stadium |13755 S. Main St. |Houston |832-393-4220
Texas |Care Urgent Care |3051 North Zaragoza Rd. |El Paso |(915) 213-7222
Texas |Central Texas Urgent Care |1135 TX-340 Loop |Waco |254-867-1962
Texas |Children's Memorial Hermann Hospital |6411 Fannin |Houston |713-704-5437
Texas |Christus Spohn Memorial |2606 Hospital Blvd |Corpus Christi |361-826-7200
Texas |City of Brownsville Drive-Thru Testing |Unlisted |Brownsville |N/A
Texas |City of Laredo Health Department |2600 Cedar Ave |Laredo |956-795-4954
Texas |City Square |1610 S. Malcolm X Blvd. |Dallas |N/A
Texas |CityDoc Urgent Care |"5301 W Lovers Ln., Ste. 109" |Dallas |214-352-7800
Texas |CityDoc Urgent Care |"2909 McKinney Ave., Ste. B" |Dallas |214-871-7000
Texas |CityDoc Urgent Care |10759 Preston Rd. Ste. 200 |Dallas |972-480-3400
Texas |CityDoc Urgent Care |"3020 W 7th St., Ste. 210" |Fort Worth |817-984-8687
Texas |Clinicas Mi Doctor |941 E Park Row Dr |Arlington |1-888-776-5252
Texas |Clinicas Mi Doctor |10058 Long Point Rd |Houston |1-888-776-5252
Texas |Clinicas Mi Doctor |5230 Aldine Mail Rte Rd |Houston |1-888-776-5252
Texas |Clinicas Mi Doctor |8225 Broadway St |Houston |1-888-776-5252
Texas |Clinicas Mi Doctor - Lewisville |701 S Stemmons Fwy |Lewisville |1-888-776-5252
Texas |Clinicas Mi Doctor - Seminary location |4200 South Fwy. #106 |Fort Worth |1-888-776-5252
Texas |Collier Regional Library |6200 Pinemont Dr. |Houston |N/A
Texas |Community ER Houston |3550 Rayford Drive |Spring |281 453 7150
Texas |Community Med Family Urgent Care |6320 U.S. 287 Frontage Rd #112 |Arlington |817-778-9883
Texas |Community Med Family Urgent Care |11350 US-380 #100 |Cross Roads |940-228-0721
Texas |Community Med Family Urgent Care |295 FM156 #300 |Haslet |817-779-4382
Texas |Community Med Family Urgent Care |3591 McKinney Street Suite #400A |Melissa |972-464-1611
Texas |Community Med Family Urgent Care |670 W Princeton Dr #400 |Princeton |972-699-5250
Texas |Community Med Family Urgent Care |1000 N Preston Rd #60 |Prosper |972-833-1142
Texas |Community Med Family Urgent Care |3210 Midwestern Pkwy #500 |Wichita Falls |940-488-4616
Texas |Corpus Christi Urgent Care |14317 Northwest Blvd. |Corpus Christi |361.524.4276
Texas |Coryell Health |1507 West Main Street |Gatesville |(254) 865-2166
Texas |Coryell Health |1510 Hannah Valley Road |Goldthwaite |(254) 865-2166
Texas |Coryell Health |5100 Franklin Ave |Waco |(254) 865-2166
Texas |Country Club Urgent Care |"8041 North Mesa, Suite B2" |El Paso |(915) 307-3870
Texas |CVS Health COVID-19 Testing Site |1010 North Willis Street |Abilene |N/A
Texas |CVS Health COVID-19 Testing Site |965 North Judge Ely Boulevard |Abilene |N/A
Texas |CVS Health COVID-19 Testing Site |1550 Stacy Road |Allen |N/A
Texas |CVS Health COVID-19 Testing Site |1600 South Bypass 35 |Alvin |N/A
Texas |CVS Health COVID-19 Testing Site |317 East Amarillo Boulevard |Amarillo |N/A
Texas |CVS Health COVID-19 Testing Site |3340 South Western Street |Amarillo |N/A
Texas |CVS Health COVID-19 Testing Site |6151 Matlock Road |Arlington |N/A
Texas |CVS Health COVID-19 Testing Site |3401 South Collins |Arlington |N/A
Texas |CVS Health COVID-19 Testing Site |815 East Abrams |Arlington |N/A
Texas |CVS Health COVID-19 Testing Site |702 East Tyler Street |Athens |N/A
